EmpID,BusinessUnit,Education,FieldOfStudy,Gender,Age,ProximityToHome,Travel,JobGrade,JobRole,MaritalStatus,MonthlyPay,PreviousEmployers,SalaryIncrement,PerformanceRating,WorkingExperience,TrainingAttended,WorkLifeBalance,WithCompany,CurrentRole,LastPromoted,CurrentManager,SatisfactionCompany,SatisfactionRole,SatisfactionCoworkers,LeftCompany
1198,Product Development,2,Sciences,Male,22,7,Rare,1,Product Research ,Single,2472,1,15,4,1,2,3,1,0,0,0,4,2,1,Yes
1199,Business Development,2,Sciences,Female,29,23,Rare,3,Account Manager,Married,7336,1,6,3,11,3,1,11,8,3,10,4,1,1,Yes
1200,Product Development,3,Business Tech,Female,55,8,Rare,4,Section Manager,Divorced,14756,2,7,3,21,2,3,5,0,0,2,4,3,3,No
1201,Product Development,3,Sciences,Female,50,11,Rare,5,Section Manager,Single,19926,3,8,3,21,5,3,5,4,4,4,3,2,2,No
1202,Product Development,3,Sciences,Female,35,2,Rare,1,Technical Support,Divorced,2074,1,5,3,1,2,3,1,0,0,0,1,1,4,Yes
1203,Business Development,2,Engineering,Male,45,2,Rare,2,Account Executive,Single,6632,0,6,3,9,3,3,8,7,3,1,2,3,1,No
1204,Business Development,2,Sciences,Male,28,1,Regular,2,Account Manager,Married,6834,1,5,3,7,2,3,7,7,0,7,3,4,3,No
1205,Business Development,1,Business Tech,Female,48,29,Rare,3,Section Manager,Married,12504,3,14,4,15,3,1,0,0,0,0,1,3,2,No
1206,Product Development,3,Business Tech,Female,27,9,Rare,1,Product Research ,Single,2279,1,9,3,7,2,2,7,7,0,3,4,2,4,No
1207,Business Development,3,Other,Male,34,2,Rare,2,Account Manager,Single,6274,1,15,4,6,5,3,6,5,1,4,4,4,3,No
1208,Business Development,3,Marketing,Male,50,28,Rare,3,Account Manager,Divorced,10854,4,6,3,20,3,3,3,2,2,0,4,1,2,Yes
1209,Product Development,2,Sciences,Male,28,15,Rare,1,Technical Support,Divorced,2207,1,9,3,4,5,2,4,2,2,2,1,3,4,No
1210,Product Development,3,Sciences,Female,35,22,Rare,3,Section Manager,Divorced,11996,7,11,3,10,6,2,7,7,6,2,2,2,2,No
1211,Product Development,3,Sciences,Male,30,2,Rare,2,Product Executive,Married,4152,1,12,3,11,3,3,11,10,10,8,3,4,1,No
1212,Product Development,4,Business Tech,Male,46,2,Rare,5,Product Head,Divorced,19328,7,10,3,24,3,3,2,1,2,2,3,4,3,No
1213,Product Development,4,Business Tech,Male,45,1,Regular,2,Product Executive,Single,5399,4,5,3,12,3,3,4,2,0,3,2,3,3,No
1214,Product Development,1,Sciences,Male,50,4,Rare,5,Product Head,Divorced,19144,3,7,3,28,4,2,10,4,1,6,1,2,1,No
1215,Business Development,4,Sciences,Female,47,2,Rare,4,Section Manager,Divorced,15972,6,7,3,29,2,3,3,2,1,2,2,2,3,No
1216,Product Development,3,Sciences,Male,33,2,Rare,1,Product Research ,Single,2500,0,7,3,4,2,4,3,1,0,2,3,4,1,No
1217,Product Development,4,Sciences,Female,34,6,Rare,2,Product Research ,Divorced,4505,6,8,3,12,3,3,1,0,0,0,3,2,3,No
1218,Business Development,2,Business Tech,Male,26,29,None,2,Account Manager,Single,4969,8,11,3,7,6,3,2,2,2,2,2,1,4,Yes
1219,Product Development,2,Business Tech,Female,47,2,Rare,2,Manufacturing Head,Divorced,5070,5,6,3,20,2,3,5,0,0,4,1,4,3,No
1220,Product Development,4,Business Tech,Male,37,7,Rare,3,Product Head,Single,13664,4,6,3,16,3,4,5,2,0,2,1,3,1,No
1221,Business Development,4,Sciences,Female,39,21,None,2,Account Manager,Married,5736,6,12,3,10,1,3,3,2,1,2,1,3,3,No
1222,Product Development,3,Business Tech,Male,30,1,Rare,1,Product Research ,Married,3579,0,14,4,12,2,3,11,9,5,7,4,2,1,No
1223,Business Development,3,Engineering,Male,28,1,Regular,1,Account Executive,Married,2909,3,8,3,5,3,4,3,2,1,2,1,3,4,Yes
1224,Product Development,2,Sciences,Male,20,3,Rare,1,Technical Support,Single,1420,1,15,3,0,2,3,0,0,0,0,3,3,3,Yes
1225,Product Development,2,Business Tech,Female,40,2,Regular,2,Product Executive,Married,4244,1,15,4,8,2,3,8,7,3,7,3,2,4,No
1226,Product Development,4,Sciences,Male,58,15,Regular,4,Product Head,Married,15787,2,7,3,23,3,3,2,2,2,2,1,3,2,No
1227,Business Development,1,Marketing,Male,27,1,None,2,Account Manager,Married,6349,0,6,3,6,0,3,5,4,1,4,3,2,4,No
1228,Product Development,4,Business Tech,Female,42,7,Rare,2,Product Research ,Married,2372,6,9,3,18,2,3,1,0,0,0,2,2,4,No
1229,Business Development,3,Marketing,Female,33,16,Rare,2,Account Manager,Single,5324,5,8,3,6,3,3,3,2,0,2,1,1,3,Yes
1230,Product Development,3,Business Tech,Male,35,16,Rare,1,Technical Support,Married,2426,0,6,3,6,5,3,5,4,0,3,1,2,3,No
1231,Product Development,2,Business Tech,Female,43,2,Rare,1,Product Research ,Divorced,2645,1,5,3,6,3,2,5,3,1,4,4,3,4,No
1232,Business Development,3,Sciences,Male,25,28,Rare,2,Account Manager,Married,8639,2,11,3,6,3,3,2,2,2,2,1,3,4,No
1233,Product Development,1,Sciences,Male,23,26,Rare,1,Product Research ,Divorced,2904,1,5,3,4,2,2,4,2,0,2,3,4,3,No
1234,Product Development,3,Business Tech,Male,50,1,Rare,1,Technical Support,Married,3690,2,8,3,5,2,2,3,2,0,2,3,3,4,No
1235,Product Development,3,Sciences,Male,41,1,Rare,1,Product Research ,Married,2782,3,15,4,12,3,3,5,3,1,0,4,4,1,No
1236,Product Development,2,Business Tech,Male,50,1,Rare,4,Product Head,Divorced,17399,9,15,4,32,1,2,5,4,1,3,4,4,3,No
1237,Product Development,3,Sciences,Female,35,16,Rare,3,Product Executive,Single,8606,1,12,3,11,3,1,11,8,3,3,4,2,4,No
1238,Business Development,3,Business Tech,Female,44,28,Rare,4,Account Manager,Married,13320,3,11,3,23,2,3,12,11,11,11,4,4,3,No
1239,Product Development,3,Sciences,Female,27,15,Regular,1,Product Research ,Married,4774,0,12,3,8,2,2,7,6,7,3,4,1,4,No
1240,Product Development,2,Business Tech,Female,49,3,Rare,2,Technical Support,Married,4789,4,20,5,10,3,3,3,2,1,2,3,1,1,No
1241,Product Development,2,Sciences,Female,22,3,Rare,2,Manufacturing Head,Single,4171,0,12,3,4,3,4,3,2,0,2,2,3,1,Yes
1242,Product Development,4,Sciences,Male,30,7,Rare,2,Technical Support,Divorced,3491,1,6,3,10,4,2,10,7,8,9,3,3,1,No
1243,Product Development,4,Sciences,Male,51,8,Rare,3,Product Head,Married,12490,5,9,3,16,5,1,10,9,4,7,2,2,4,No
1244,Product Development,4,Business Tech,Male,50,22,Regular,4,Product Head,Single,14411,1,6,3,32,2,3,32,6,13,9,3,4,4,No
1245,Business Development,3,Marketing,Female,43,16,Rare,4,Section Manager,Married,16064,5,15,4,22,3,3,17,13,1,9,4,4,3,No
1246,Product Development,4,Sciences,Female,54,1,Regular,3,Manufacturing Head,Divorced,10502,7,10,3,33,2,1,5,4,1,4,4,3,1,No
1247,Product Development,4,Sciences,Male,34,2,Rare,1,Product Research ,Divorced,2768,3,5,3,14,3,3,7,3,5,7,4,3,3,No
1248,Business Development,2,Engineering,Female,24,1,Rare,1,Account Executive,Single,3202,1,9,3,6,4,3,5,3,1,4,1,2,2,Yes
1249,Product Development,2,Sciences,Female,29,1,Rare,1,Technical Support,Married,2319,1,4,3,1,1,3,1,0,0,0,2,1,4,Yes
1250,Product Development,3,Engineering,Male,50,10,Rare,3,Product Executive,Single,10496,6,8,3,20,2,3,4,3,1,3,4,4,4,No
1251,Product Development,3,Sciences,Male,33,6,Regular,2,Product Executive,Divorced,7725,3,15,4,15,2,1,13,11,4,7,3,4,3,No
1252,Product Development,1,Sciences,Male,24,4,None,1,Technical Support,Married,3162,0,10,3,6,2,2,5,2,3,4,1,4,4,No
1253,Product Development,4,Sciences,Male,35,6,Rare,2,Product Research ,Single,6646,1,6,3,17,3,3,17,11,11,8,2,4,2,No
1254,Product Development,4,Other,Male,33,1,Rare,1,Product Research ,Single,2686,1,6,3,10,2,2,10,9,7,8,4,4,3,Yes
1255,Product Development,3,Sciences,Female,34,19,Rare,1,Product Research ,Married,2929,1,5,3,10,3,3,10,9,8,7,2,4,2,No
1256,Product Development,3,Other,Male,26,7,Rare,1,Technical Support,Single,3578,0,5,3,8,2,3,7,7,0,7,3,1,4,No
1257,Business Development,2,Business Tech,Female,20,3,Regular,1,Account Executive,Single,1569,1,5,3,0,2,4,0,0,0,0,2,4,3,Yes
1258,Business Development,2,Marketing,Male,37,9,Rare,2,Account Manager,Married,4189,1,7,3,5,2,3,5,2,0,3,2,2,1,No
1259,Product Development,4,Business Tech,Female,35,10,Rare,2,Product Executive,Single,6142,3,9,3,10,4,3,5,2,0,4,1,3,3,No
1260,Product Development,4,Business Tech,Female,36,1,None,2,Manufacturing Head,Married,4374,0,8,3,4,6,3,3,2,1,2,4,3,3,No
1261,Product Development,4,Sciences,Male,31,11,Rare,1,Product Research ,Married,2356,3,12,3,8,2,3,6,4,0,2,4,4,2,No
1262,Product Development,3,Business Tech,Male,30,7,Rare,1,Product Research ,Married,2141,1,5,3,6,3,2,6,4,1,1,2,2,2,No
1263,Product Development,3,Engineering,Male,27,17,Rare,1,Product Research ,Married,3058,0,9,3,6,3,2,5,2,1,1,3,2,4,No
1264,Business Development,4,Marketing,Male,32,10,Regular,2,Account Manager,Single,4648,8,6,3,4,2,4,0,0,0,0,4,4,3,No
1265,Business Development,4,Other,Male,31,2,Regular,2,Account Manager,Single,5332,7,6,3,10,3,3,5,2,0,3,4,1,4,No
1266,Product Development,4,Engineering,Female,53,2,Rare,3,Manufacturing Head,Married,10169,0,9,3,34,4,3,33,7,1,9,3,4,2,Yes
1267,Product Development,2,Sciences,Female,27,1,Rare,3,Manufacturing Head,Married,7412,1,4,3,9,3,3,9,7,0,7,3,1,4,No
1268,Business Development,3,Business Tech,Female,35,1,Rare,2,Account Manager,Single,4859,1,9,3,5,3,3,5,4,0,3,1,3,4,No
1269,Product Development,3,Other,Female,37,3,Rare,2,Product Executive,Single,4107,3,8,3,8,3,2,4,3,0,1,4,2,1,No
1270,Product Development,1,Sciences,Male,35,8,Rare,1,Technical Support,Married,2269,1,12,3,1,2,3,1,0,0,1,4,4,4,No
1271,Business Development,2,Sciences,Female,40,14,Rare,2,Account Manager,Married,4639,1,8,3,5,2,3,5,4,1,2,4,1,3,No
1272,Product Development,1,Business Tech,Female,31,12,Rare,1,Product Research ,Married,3929,8,15,4,7,0,3,4,2,0,2,3,4,3,No
1273,HR,4,Sciences,Female,47,26,Rare,5,Section Manager,Married,19658,3,4,3,27,2,3,5,2,1,0,4,3,3,No
1274,Product Development,2,Business Tech,Male,40,2,Rare,5,Product Head,Divorced,19436,0,12,3,22,5,3,21,7,3,9,1,3,4,No
1275,Product Development,4,Engineering,Female,29,25,Rare,1,Product Research ,Married,2546,5,9,3,6,2,4,2,2,1,1,3,2,2,Yes
1276,Business Development,3,Marketing,Female,34,28,Rare,2,Account Manager,Married,6712,1,14,4,8,2,3,8,7,1,7,4,3,4,No
1277,Product Development,3,Business Tech,Male,34,15,Regular,4,Product Head,Divorced,17007,7,7,3,16,3,2,14,8,6,9,2,1,4,No
1278,Product Development,3,Sciences,Male,53,6,Rare,2,Technical Support,Single,2450,2,10,3,19,4,3,2,2,2,2,4,4,4,No
1279,Product Development,3,Business Tech,Female,30,3,Regular,1,Product Research ,Divorced,2083,1,13,4,1,2,3,1,0,0,0,3,3,3,No
1280,Product Development,3,Sciences,Male,39,9,None,2,Technical Support,Single,6782,9,8,3,9,2,2,5,4,0,3,3,2,3,No
1281,Product Development,2,Sciences,Male,36,3,Rare,2,Product Executive,Divorced,6842,6,13,4,13,3,3,5,4,0,4,4,1,1,No
1282,Product Development,2,Engineering,Male,24,21,Rare,1,Technical Support,Divorced,2296,0,7,3,2,3,3,1,1,0,0,3,1,2,No
1283,HR,3,HR,Female,30,8,Regular,1,HR,Divorced,2180,6,3,2,6,0,2,4,2,1,2,3,4,3,Yes
1284,Product Development,1,Business Tech,Male,40,8,None,3,Product Head,Divorced,13757,2,3,2,16,5,3,9,8,4,8,4,2,3,No
1285,Business Development,3,Sciences,Female,27,20,Regular,2,Account Manager,Single,9981,1,7,3,7,2,3,7,7,0,7,4,3,4,No
1286,Product Development,4,Other,Male,42,2,Rare,2,Product Executive,Single,6781,3,15,4,14,6,3,1,0,0,0,1,4,2,No
1287,Business Development,2,Sciences,Female,38,2,Rare,2,Account Manager,Divorced,6893,3,8,3,11,3,3,7,7,1,7,2,1,4,No
1288,Business Development,2,Sciences,Male,25,24,Regular,1,Account Executive,Single,1118,1,15,3,1,4,3,1,0,1,0,3,4,4,Yes
1289,Business Development,2,Business Tech,Female,42,14,Rare,2,Account Manager,Single,6244,7,10,3,10,6,3,5,4,0,3,3,3,1,No
1290,Product Development,4,Business Tech,Male,50,2,Rare,5,Product Head,Married,19237,2,4,3,29,2,2,8,1,7,7,2,3,4,No
1291,HR,3,Sciences,Female,45,4,Rare,3,HR,Married,9756,4,14,4,9,2,4,5,0,0,3,3,3,3,No
1292,Product Development,3,Sciences,Male,32,1,None,1,Technical Support,Divorced,2314,0,5,3,4,2,3,3,0,0,2,4,4,2,No
1293,Business Development,2,Business Tech,Female,39,3,Rare,2,Account Manager,Married,5238,4,11,3,12,3,2,1,0,0,0,4,3,1,Yes
1294,Business Development,3,Sciences,Female,45,20,Rare,2,Account Manager,Single,4850,8,8,3,8,3,3,5,3,0,1,4,3,3,No
1295,Business Development,4,Business Tech,Male,59,10,Rare,4,Account Manager,Single,13872,0,6,3,38,1,2,37,10,1,8,4,3,3,No
1296,Product Development,4,Sciences,Male,47,5,Rare,5,Product Head,Married,18300,4,4,3,21,2,3,3,2,1,1,4,3,2,No
1297,Product Development,3,Sciences,Male,36,10,Rare,3,Product Executive,Married,8321,7,6,3,15,1,3,12,8,5,7,4,1,4,No
1298,HR,3,HR,Male,36,13,Rare,1,HR,Married,2143,4,6,3,8,2,3,5,2,0,4,3,2,2,No
1299,Product Development,2,Sciences,Male,35,7,Rare,1,Technical Support,Married,2690,1,11,3,1,5,2,1,0,0,1,3,4,4,No
1300,Product Development,4,Sciences,Male,55,4,Rare,2,Product Executive,Married,4035,0,9,3,4,2,3,3,2,1,2,4,3,2,No
1301,Business Development,4,Other,Male,50,1,Regular,2,Account Manager,Single,4728,3,7,3,5,4,3,0,0,0,0,4,3,4,Yes
1302,Product Development,3,Business Tech,Male,32,1,Rare,2,Manufacturing Head,Married,6162,1,15,4,9,3,3,9,8,7,8,1,4,2,No
1303,Business Development,1,Marketing,Male,46,3,Rare,4,Section Manager,Married,17465,3,5,3,23,3,3,12,9,4,9,1,3,4,No
1304,HR,2,Other,Male,37,8,Rare,2,HR,Divorced,4071,2,6,3,19,4,2,10,0,4,7,3,2,3,No
1305,Product Development,2,Sciences,Male,43,14,Rare,4,Product Head,Married,17159,6,15,4,22,3,3,4,1,1,0,2,1,3,No
1306,Business Development,1,Marketing,Female,41,4,Rare,3,Account Manager,Divorced,10447,0,6,3,23,3,4,22,14,13,5,3,3,4,No
1307,Product Development,3,Sciences,Male,42,2,Regular,3,Product Executive,Married,10124,2,7,3,24,3,1,20,8,13,9,4,4,3,No
1308,Product Development,2,Sciences,Female,27,5,Regular,1,Technical Support,Single,2379,0,7,3,6,3,2,5,4,0,2,4,4,3,No
1309,Business Development,4,Marketing,Male,40,4,Rare,3,Account Manager,Married,10855,7,4,3,15,2,2,12,11,2,11,3,4,1,No
1310,HR,2,HR,Male,34,3,Rare,1,HR,Married,3737,0,12,3,4,1,1,3,2,0,2,3,4,3,No
1311,Product Development,4,Engineering,Female,30,2,Regular,1,Product Research ,Single,4968,0,9,3,10,2,3,9,7,0,7,4,1,4,No
1312,Business Development,3,Marketing,Female,35,2,Rare,1,Account Executive,Married,2014,1,6,3,2,3,3,2,2,2,2,4,4,1,No
1313,Business Development,4,Business Tech,Male,35,18,Rare,2,Account Manager,Married,5561,0,9,3,6,2,1,5,3,0,4,2,1,4,No
1314,Business Development,4,Business Tech,Male,32,1,Rare,1,Account Executive,Married,2269,0,7,3,3,2,3,2,2,2,2,2,2,2,No
1315,Business Development,3,Marketing,Male,38,9,Rare,1,Account Executive,Married,2899,0,12,3,3,3,3,2,2,1,2,2,2,4,No
1316,Product Development,3,Engineering,Male,35,25,Rare,3,Manufacturing Head,Married,10903,3,9,3,16,2,3,13,10,4,8,4,2,1,No
1317,Business Development,3,Sciences,Female,38,16,Rare,2,Account Manager,Single,4198,2,5,3,8,5,4,3,2,1,2,2,2,2,No
1318,Business Development,2,Engineering,Female,32,8,Rare,2,Account Manager,Married,5228,1,4,3,13,2,3,13,12,11,9,3,2,4,No
1319,Business Development,2,Business Tech,Male,41,10,None,2,Account Manager,Single,6151,1,6,3,19,4,3,19,2,11,9,3,2,1,No
1320,Product Development,4,Other,Male,43,6,Rare,4,Product Head,Divorced,16627,4,7,3,21,3,2,1,0,0,0,2,4,3,No
1321,Business Development,2,Sciences,Female,41,1,Rare,2,Account Manager,Single,5993,8,4,3,8,0,1,6,4,0,5,2,4,1,Yes
1322,Product Development,4,Engineering,Male,27,2,Rare,1,Product Research ,Married,2226,1,4,3,6,3,2,5,3,1,2,2,2,3,No
1323,Product Development,4,Sciences,Male,40,2,Rare,1,Product Research ,Single,2809,2,7,3,8,2,3,2,2,2,2,3,3,4,No
1324,Business Development,1,Sciences,Male,20,9,Rare,1,Account Executive,Single,2728,1,4,3,2,3,3,2,2,0,2,4,1,1,No
1325,Product Development,2,Business Tech,Male,33,1,None,1,Technical Support,Divorced,2008,1,5,3,1,2,2,1,1,0,0,2,3,3,No
1326,Product Development,3,Sciences,Male,34,9,Rare,3,Product Executive,Divorced,8500,0,3,2,10,0,2,9,7,1,6,4,4,4,No
1327,Product Development,4,Sciences,Male,31,2,Rare,1,Technical Support,Married,3477,1,7,3,6,2,4,5,2,0,3,2,3,4,No
1328,Product Development,4,Business Tech,Male,37,7,Rare,2,Product Research ,Married,4284,5,15,4,16,2,3,5,3,0,4,4,1,3,No
1329,HR,4,Sciences,Female,44,1,Rare,2,HR,Single,5985,4,4,3,10,1,4,2,2,0,2,1,3,2,No
1330,Product Development,2,Sciences,Male,46,2,Rare,3,Manufacturing Head,Divorced,8578,3,7,3,12,4,2,9,8,4,7,4,4,3,No
1331,Business Development,2,Sciences,Male,41,23,Rare,3,Account Manager,Single,7082,3,9,3,21,2,3,2,0,0,2,4,3,4,No
1332,Product Development,4,Business Tech,Male,47,16,Regular,2,Manufacturing Head,Divorced,5067,1,12,3,20,3,4,19,10,2,7,3,3,3,No
1333,Product Development,1,Business Tech,Male,38,10,Regular,1,Product Research ,Married,2684,0,10,3,3,0,2,2,1,0,2,3,3,2,No
1334,Business Development,2,Engineering,Male,29,24,Regular,1,Account Executive,Single,1091,1,15,3,1,3,3,1,0,0,0,3,1,4,Yes
1335,Product Development,2,Sciences,Male,27,10,Regular,3,Manufacturing Head,Divorced,8793,1,14,4,9,4,2,9,7,1,7,4,1,3,No
1336,Product Development,2,Business Tech,Male,42,2,Rare,4,Section Manager,Married,17665,0,10,3,23,3,3,22,6,13,7,4,1,4,No
1337,Business Development,1,Sciences,Male,42,1,Rare,2,Account Manager,Married,4907,1,20,5,20,3,3,20,16,11,6,2,3,3,No
1338,Product Development,2,Business Tech,Female,55,2,Rare,5,Section Manager,Married,19187,4,7,3,23,5,3,19,9,9,11,4,3,4,No
1339,Product Development,3,Business Tech,Male,38,2,Rare,2,Manufacturing Head,Married,4855,4,4,3,7,2,3,5,2,1,4,3,2,1,Yes
1340,Business Development,2,Sciences,Female,51,14,Rare,2,Account Manager,Married,4936,4,4,3,18,2,2,7,7,0,7,3,4,3,No
1341,Product Development,1,Sciences,Female,29,15,Rare,1,Product Research ,Married,2168,0,11,3,6,2,2,5,4,1,3,2,4,1,No
1342,HR,4,HR,Male,44,1,Regular,2,HR,Married,5743,4,4,3,14,3,3,10,7,0,2,1,4,3,No
1343,Product Development,3,Engineering,Female,30,3,Rare,1,Product Research ,Single,2657,5,4,3,8,5,3,5,2,0,4,4,1,3,Yes
1344,Business Development,4,Other,Male,32,11,None,2,Account Manager,Married,4707,8,5,3,6,2,3,4,2,1,2,4,3,4,Yes
1345,Business Development,4,Marketing,Female,36,3,Rare,2,Account Manager,Single,9278,3,9,3,15,3,3,5,4,0,1,1,2,4,No
1346,Business Development,3,Sciences,Female,59,25,Rare,3,Account Manager,Single,7637,7,4,3,28,3,2,21,16,7,9,1,1,4,No
1347,Product Development,3,Business Tech,Male,37,9,Regular,1,Product Research ,Married,2326,1,5,3,4,3,2,4,2,1,2,2,4,3,No
1348,Product Development,4,Sciences,Male,30,5,Regular,1,Product Research ,Divorced,3761,9,5,3,10,3,2,5,4,0,3,2,4,2,No
1349,Product Development,2,Sciences,Male,43,15,Rare,4,Product Head,Married,17603,1,15,4,14,3,3,14,10,6,11,3,3,1,No
1350,Business Development,2,Sciences,Female,31,1,Regular,1,Account Executive,Single,1359,1,15,3,1,3,3,1,0,0,0,2,3,2,Yes
1351,Business Development,4,Business Tech,Male,40,2,Regular,2,Account Manager,Married,4327,5,5,3,5,2,3,0,0,0,0,2,2,4,No
1352,Business Development,3,Marketing,Female,31,5,Regular,1,Account Executive,Divorced,2789,1,3,2,2,5,2,2,2,2,2,4,2,3,No
1353,Product Development,3,Business Tech,Male,53,2,Rare,4,Product Head,Single,16598,4,5,3,35,2,2,9,8,8,8,4,2,2,No
1354,Product Development,2,Business Tech,Male,30,1,Rare,1,Technical Support,Married,3748,1,6,3,12,6,2,12,8,1,7,4,2,3,No
1355,HR,3,HR,Female,27,22,Regular,1,HR,Married,2863,1,5,3,1,2,3,1,0,0,0,1,2,1,Yes
1356,Product Development,4,Sciences,Female,41,2,Rare,1,Technical Support,Divorced,2778,4,6,3,10,1,2,7,7,1,0,2,4,3,Yes
1357,Product Development,3,Sciences,Female,26,3,Rare,1,Product Research ,Married,2061,1,14,4,1,5,3,1,0,0,0,1,4,1,No
1358,Business Development,3,Marketing,Female,50,12,Regular,3,Account Manager,Single,9208,4,4,3,16,3,3,2,2,2,1,3,4,4,No
1359,Product Development,1,Business Tech,Female,47,1,Rare,3,Product Head,Married,11957,0,11,3,14,3,1,13,8,5,12,3,2,1,No
1360,Product Development,3,Business Tech,Male,40,14,Rare,5,Product Head,Single,19626,1,7,3,21,2,4,20,7,4,9,3,3,1,No
1361,Product Development,3,Business Tech,Male,44,4,Rare,2,Product Executive,Single,5933,9,5,3,10,2,2,5,2,2,3,4,2,4,No
1362,Business Development,3,Marketing,Female,53,2,Rare,3,Account Manager,Married,7525,2,5,3,30,2,3,15,7,6,12,3,2,1,No
1363,HR,4,HR,Male,41,10,Rare,5,Section Manager,Divorced,19141,3,8,3,23,2,2,21,6,12,6,2,4,2,No
1364,Product Development,2,Sciences,Male,35,23,Rare,2,Manufacturing Head,Married,5916,3,6,3,8,1,3,1,0,0,1,2,3,1,Yes
1365,Business Development,2,Sciences,Female,45,11,Rare,4,Section Manager,Married,17650,3,6,3,26,4,4,9,3,1,1,4,4,2,No
1366,Business Development,2,Business Tech,Male,30,9,Rare,1,Account Executive,Single,1081,1,15,3,1,3,2,1,0,0,0,2,4,3,Yes
1367,Business Development,3,Sciences,Female,46,3,Rare,4,Section Manager,Married,16606,8,5,3,23,2,4,13,12,5,1,3,2,4,No
1368,Product Development,4,Sciences,Male,36,9,None,1,Technical Support,Married,2810,1,15,4,5,3,3,5,4,0,2,1,2,2,No
1369,Product Development,3,Sciences,Female,43,27,Regular,3,Manufacturing Head,Married,10820,8,4,3,18,1,3,8,7,0,1,3,1,3,No
1370,Product Development,4,Business Tech,Female,33,4,Rare,1,Technical Support,Married,3838,8,4,3,8,5,3,5,4,0,2,1,2,4,No
1371,Product Development,2,Other,Female,49,8,Rare,3,Technical Support,Married,7403,4,4,3,29,3,2,26,9,1,7,1,2,3,No
1372,Product Development,1,Sciences,Male,30,24,Rare,1,Technical Support,Divorced,2693,1,15,4,1,2,3,1,0,0,0,4,3,2,No
1373,Business Development,4,Sciences,Male,38,3,Rare,2,Account Manager,Single,6861,8,5,3,19,1,3,1,0,0,0,2,4,3,No
1374,Business Development,4,Marketing,Female,28,2,Rare,2,Account Manager,Married,4779,1,13,4,8,2,3,8,7,7,5,2,2,1,No
1375,Product Development,3,Sciences,Female,34,3,Rare,2,Product Research ,Divorced,5433,1,5,3,11,2,3,11,8,7,9,4,2,3,No
1376,Product Development,4,Business Tech,Male,51,7,Rare,2,Manufacturing Head,Married,6132,2,10,3,10,2,3,1,0,0,0,2,3,3,No
1377,Product Development,4,Business Tech,Male,59,18,Rare,3,Manufacturing Head,Single,10512,6,5,3,25,6,2,9,7,5,4,4,4,4,No
1378,Product Development,4,Sciences,Male,37,1,Rare,2,Manufacturing Head,Divorced,5993,1,11,3,7,2,4,7,5,0,7,1,3,3,No
1379,Business Development,3,Marketing,Male,41,4,Regular,2,Account Manager,Single,9355,1,11,3,8,5,3,8,7,7,7,1,2,3,Yes
1380,Product Development,3,Sciences,Male,50,24,Rare,4,Manufacturing Head,Married,13973,3,11,3,22,2,3,12,11,1,5,4,3,4,No
1381,Business Development,4,Sciences,Male,36,8,None,3,Account Manager,Single,7587,1,8,3,10,1,3,10,7,0,9,1,1,2,No
1382,Product Development,4,Business Tech,Male,55,14,Rare,5,Product Head,Single,18722,8,4,3,36,3,3,24,15,2,15,3,2,4,No
1383,Product Development,2,Engineering,Female,45,28,Rare,4,Product Head,Single,16704,1,4,3,21,2,3,21,6,8,6,4,2,3,No
1384,Product Development,4,Sciences,Female,38,2,Rare,2,Manufacturing Head,Single,5980,6,5,3,17,2,3,15,7,4,12,1,1,4,No
1385,Business Development,4,Marketing,Female,56,11,Rare,2,Account Manager,Married,5380,4,9,3,6,3,3,0,0,0,0,4,1,3,No
1386,Business Development,4,Marketing,Male,47,2,None,2,Account Manager,Married,4978,7,4,3,4,3,1,1,0,0,0,3,2,4,No
1387,Product Development,2,Sciences,Male,40,16,None,1,Product Research ,Divorced,3544,9,9,3,6,0,3,4,2,0,0,3,3,2,No
1388,Product Development,3,Business Tech,Male,41,6,Rare,2,Manufacturing Head,Single,6032,6,8,3,8,3,3,5,4,1,2,4,2,4,No
1389,Product Development,3,Business Tech,Female,34,9,Rare,3,Product Executive,Single,8621,1,7,3,9,3,4,8,7,7,7,4,2,2,No
1390,Product Development,4,Business Tech,Female,32,15,None,2,Product Executive,Divorced,6667,5,11,3,9,6,3,5,1,1,2,3,4,2,No
1391,Business Development,4,Business Tech,Male,28,5,Rare,2,Account Manager,Single,4908,1,7,3,4,3,3,4,2,0,2,1,4,2,No
1392,Product Development,4,Other,Female,48,15,Rare,1,Product Research ,Married,2367,8,5,3,10,3,2,8,2,7,6,3,1,4,No
1393,Product Development,3,Engineering,Male,29,1,Rare,1,Product Research ,Single,2058,0,7,3,7,1,2,6,2,1,5,3,3,4,Yes
1394,Product Development,4,Sciences,Male,35,18,Rare,2,Product Research ,Married,5208,1,4,3,16,2,3,16,15,1,10,2,1,4,No
1395,Product Development,4,Sciences,Male,49,18,Rare,5,Product Head,Divorced,19502,1,10,3,31,5,3,31,9,0,9,4,3,3,No
1396,Product Development,2,Business Tech,Female,30,1,Regular,2,Technical Support,Single,4011,1,15,4,12,2,3,12,8,3,7,3,4,4,No
1397,Product Development,2,Sciences,Male,38,2,Regular,1,Technical Support,Married,1702,1,15,4,1,3,3,1,0,0,0,4,4,3,No
1398,Business Development,4,Sciences,Female,35,8,Rare,1,Account Executive,Married,2572,1,9,3,3,1,2,3,2,0,2,1,4,2,No
