1_Field name,2_Reservoir unit,5_Resource uncertainty,8_Country,10_Region,11_Basin name,15_Latitude,16_Longitude,18_Hydrocarbon type (main),32_Current status year,33_Current reservoir status,34_Current production stage,38_Well count (total producer),52_Well spacing (average) (ac),70_Production rate (peak oil equivalent) (BOEPD),72_Onshore or offshore,73_Water_Depth (ft),75_Temperature (original) (deg. F),77_Pressure (original) (psi),82_Drive mechanism (main),111_Trapping mechanism (main),116_Depth to top reservoir (ft TVD),117_Reservoir top subsea depth (ft TVDSS),118_Structural flank dip (average) (deg.),135_Hydrocarbon column height (original total) (ft),149_Reservoir period,153_Depositional system (main),161_Reservoir architecture (main),163_Fluid flow restriction,170_Gross reservoir thickness (average) (ft),176_Net/gross ratio (average),179_Net pay (average) (m),182_Reservoir lithology (main),184_Grain_Size_Texture,189_Composition,199_Fracture reservoir type,200_Porosity type (main),204_Porosity (matrix average) (%),210_Permeability (air average) (mD),218_API gravity (average) (deg. API),225_Viscosity (oil average) (cp),236_Oil_impurities (average),243_Gas_impurities (average),252_GOR (initial average) (SCF/STB),255_Condensate yield (initial average) (BC/MMCFG),258_FVF (oil average) (RB/STB),263_Bubble point pressure (average) (psi),273_Formation water salinity (average) (mg/L),276_Water saturation (initial average) (%),293_Original in-place oil equivalent (MMBOE),304_Recovery factor (primary oil) (%),307_Recovery factor (ultimate oil) (%),308_Recovery factor (ultimate gas) (%),320_Secondary recovery methods,325_EOR methods,333_Improved recovery methods (other),334_Improved recovery methods (drilling),335_Improved recovery methods (stimulation),336_Improved recovery methods (water injection optimization),337_Improved recovery methods (artificial lift),338_Improved recovery methods (sand control),339_Improved recovery methods (other reservoir management),76_Pressure_Temp_depth (ft TVDSS)
JUMPING POUND WEST,RUNDLE,1P ,CANADA,NORTH AMERICA,CANADIAN ROCKY MOUNTAINS FOLD AND THRUST BELT,51.1952,-114.8046,GAS-CONDENSATE,2006.0,PRIMARY RECOVERY,DECLINE,29.00,800.0,32840.0,ONSHORE,-3970.0,180.0,4230.0,GAS DRIVE,1111:THRUST ANTICLINE,9870.0,5900.0,3.5,1300.0,CARBONIFEROUS,11:LOW-ENERGY CARBONATE MUD,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULT/TIGHT CARBONATELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE/NON-FRACTURED ZONE,800.0,,35.97,CARBONATES,WACKESTONE,BRYOZOAN/CRINOID,TYPE II,INTERCRYSTALLINE,6.3,3.2,0.0,,0.0,6.9,,,,,,15.0,450.0,,,84.0,,,STIMULATION,,ACIDIZATION,,,,,6600.0
KAMPUNG BARU,TACIPI,1P ,INDONESIA,ASIA-PACIFIC,EAST SENGKANG,-3.9519,120.1517,GAS,2008.0,DEVELOPING,DEVELOPING,9.00,0.0,,ONSHORE,-135.0,133.1402941452074,1434.805047242601,GAS DRIVE,2121:ORGANIC BUILDUP,2349.0,2215.0,3.0,292.0,NEOGENE,13:ORGANIC BUILDUP,JIGSAW-PUZZLE, LATERAL FACIES CHANGE,460.0,,,CARBONATES,WACKESTONE/PACKSTONE,ALGAE/CORAL,,MOLDIC/VUGGY,22.0,50.0,0.0,,0.0,1.81,,,,,,,95.9,,,88.0,,,,,,,,,,
KANSAS HUGOTON,CHASE,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,ANADARKO,37.1767,-101.3507,GAS,2012.0,PRIMARY RECOVERY,SECONDARY DECLINE,,320.0,312896.0,ONSHORE,-3000.0,95.0,450.0,GAS DRIVE,2111:LATERAL FACIES CHANGE,1700.0,-1300.0,0.6,1150.0,PERMIAN,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,SHALENONE,271.0,0.19,13.72,CARBONATES,MUDSTONE/WACKESTONE,,,MOLDIC/VUGGY,13.0,9.0,0.0,,0.0,6.5,,,,,,25.0,5001.0,,,93.0,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE)/HYDRAULIC FRACTURING (MULTI-STAGE),,,,DEWATERING/PROFILE MODIFICATION/RE-COMPLETION/RE-PERFORATION,
KARACHAGANAK,UNNAMED,1P ,KAZAKHSTAN,FORMER SOVIET UNION,CASPIAN NORTH,51.3158,53.26,GAS-CONDENSATE,2008.0,SECONDARY RECOVERY,PRIMARY REJUVENATING,200.00,0.0,375400.0,ONSHORE,-300.0,162.0,7627.0,GAS DRIVE,2121:ORGANIC BUILDUP,11870.0,11570.0,20.0,5328.0,PERMIAN/CARBONIFEROUS/DEVONIAN,13:ORGANIC BUILDUP,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULT/TIGHT CARBONATELATERAL FACIES CHANGE,6600.0,0.4,399.29,CARBONATES,PACKSTONE/GRAINSTONE/BOUNDSTONE,ALGAE/FORAMINIFERA,TYPE IV,INTERPARTICLE/INTERCRYSTALLINE,10.0,8.0,39.0,0.2,3.0,4.2,,140.0,2.3,8338.0,130000.0,10.0,17768.0,,,33.0,GAS RECYCLING,,DRILLING/STIMULATION,HORIZONTAL WELL,ACIDIZATION,,,,,13120.0
KAYBOB SOUTH,SWAN HILLS (BEAVERHILL LAKE A POOL),1P ,CANADA,NORTH AMERICA,WESTERN CANADA,54.2304,-116.7846,GAS-CONDENSATE,2009.0,PRIMARY RECOVERY,DECLINE,87.00,360.0,118590.0,ONSHORE,-3036.0,239.0,4722.0,AQUIFER DRIVE,2121:ORGANIC BUILDUP,10496.0,7460.0,1.0,410.0,DEVONIAN,13:ORGANIC BUILDUP,JIGSAW-PUZZLE,SHALELATERAL DIAGENETIC CHANGE,600.0,0.16,29.87,CARBONATES,GRAINSTONE/RUDSTONE/BOUNDSTONE,STROMATOPOROID,,MOLDIC,8.0,,0.0,,0.0,18.83,,82.0,,,220240.0,10.3,921.0,,,77.0,GAS RECYCLING,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION/SCALE INHIBITOR TREATMENT,,GAS LIFT,,COILED TUBING TREATMENT/CORROSION INHIBITOR TREATMENT/SIDETRACKING/WATER CONING CONTROL/WATER PLUGGING,7735.0
KOROBKOV,MAIN CARBONATE COMPLEX,1P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,VOLGA-URAL,50.3333,44.6375,GAS,1995.0,PRIMARY RECOVERY,MATURE,192.00,370.0,,ONSHORE,-196.85,147.43434692624206,2104.8098802585937,AQUIFER DRIVE,1112:FORELAND ANTICLINE,3510.5,3313.65,3.0,754.59,CARBONIFEROUS,12:HIGH-ENERGY CARBONATE SAND,JIGSAW-PUZZLE, LATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE/NON-FRACTURED ZONE,393.7,,33.0,CARBONATES,PACKSTONE/GRAINSTONE,ALGAE/FORAMINIFERA,TYPE IV,MOLDIC/VUGGY,5.4,200.0,0.0,,0.0,0.1,,,,,,10.0,300.0,,,92.0,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION,,PLUNGER LIFT,,WATER DRAINAGE ASSISTED GAS PRODUCTION/WATER PLUGGING,
LACQ,LACQ INFERIEUR,1P ,FRANCE,EUROPE,AQUITAINE,43.4106,-0.6244,GAS,2008.0,SECONDARY RECOVERY,MATURE,19.00,15.0,134149.0,ONSHORE,-308.0,275.0,9790.0,GAS DRIVE,1151:SALT-DIAPIR ANTICLINE,10807.0,10500.0,12.0,6600.0,CRETACEOUS/JURASSIC,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE, NON-FRACTURED ZONE,1345.0,,449.89,CARBONATES,,,TYPE I,FRACTURE/VUGGY,2.0,1.0,47.0,,0.0,15.7,,4.5,,,350000.0,15.0,1540.0,,,95.0,CONTINUOUS WATER INJECTION,,,,,,,,,13123.0
LIMESTONE,RUNDLE,1P ,CANADA,NORTH AMERICA,WESTERN CANADA,51.9173,-115.4171,GAS,2006.0,PRIMARY RECOVERY,DECLINE,24.00,0.0,19800.0,ONSHORE,-6200.0,160.0,3481.0,GAS DRIVE,1111:THRUST ANTICLINE,9700.0,3500.0,33.0,2400.0,CARBONIFEROUS,11:LOW-ENERGY CARBONATE MUD,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULTLATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,250.0,,22.86,CARBONATES,WACKESTONE/PACKSTONE,BRYOZOAN/CRINOID,TYPE II,INTERCRYSTALLINE,8.0,2.0,0.0,,0.0,5.4,,,,,45000.0,10.0,180.0,,,74.0,,,STIMULATION,,ACID FRACTURING,,,,,9930.0
LIMESTONE,WABAMUN (CROSSFIELD MB),1P ,CANADA,NORTH AMERICA,WESTERN CANADA,51.9173,-115.4171,GAS,2006.0,PRIMARY RECOVERY,DECLINE,44.00,0.0,10340.0,ONSHORE,-6200.0,223.0,4387.0,GAS DRIVE,1111:THRUST ANTICLINE,12000.0,5800.0,33.0,2500.0,DEVONIAN,13:ORGANIC BUILDUP,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULTLATERAL DIAGENETIC CHANGE,275.0,,21.34,CARBONATES,FLOATSTONE/BOUNDSTONE,STROMATOPOROID,TYPE II,INTERCRYSTALLINE/MOLDIC,5.0,2.0,0.0,,0.0,17.7,,,,,45000.0,20.0,97.7,,,86.0,,,STIMULATION,,ACID FRACTURING,,,,,6130.0
LUCONIA F6,CYCLE IV-V,1P ,MALAYSIA,ASIA-PACIFIC,SARAWAK,4.6403,112.3038,GAS,2007.0,PRIMARY RECOVERY,MATURE,13.00,58.0,,OFFSHORE,280.0,142.0,2190.0,GAS DRIVE,2121:ORGANIC BUILDUP,3220.0,3500.0,15.0,855.0,NEOGENE,13:ORGANIC BUILDUP,LAYER-CAKE,TIGHT CARBONATENONE,2200.0,,,CARBONATES,PACKSTONE/GRAINSTONE/BOUNDSTONE,ALGAE/CORAL/FORAMINIFERA,,MOLDIC/VUGGY,28.0,300.0,0.0,,0.0,0.0,,5.0,,,,12.0,1167.0,,,69.0,,,OTHER RESERVOIR MANAGEMENT,,,,,,RE-COMPLETION/SELECTIVE PERFORATION/WATER PLUGGING,3947.0
MADURA MDA,PACIRAN (MADURA LIMESTONE),3P ,INDONESIA,ASIA-PACIFIC,JAVA EAST,-7.3261,114.5577,GAS,2012.0,APPRAISAL,,,0.0,,OFFSHORE,330.0,135.66313600496815,1553.0581602587683,,113:INVERSION ANTICLINE,2554.0,2884.0,,702.0,NEOGENE,14:FORESLOPE-BASIN,, LATERAL FACIES CHANGE,,,,CARBONATES,WACKESTONE/PACKSTONE/GRAINSTONE,PLANKTONIC FORAMINIFERA,,INTRAPARTICLE,30.0,100.0,0.0,,0.0,0.0,,,,,,,512.0,,30.0,80.0,,,,,,,,,,
MALAMPAYA,NIDO,1P ,PHILIPPINES,ASIA-PACIFIC,PALAWAN NORTHWEST,11.65,118.9,GAS-CONDENSATE,2009.0,DEVELOPING,DEVELOPING,9.00,1000.0,,OFFSHORE,2700.0,257.0,4800.0,GAS DRIVE,2121:ORGANIC BUILDUP,6100.0,8800.0,,2257.0,NEOGENE/PALEOGENE,13:ORGANIC BUILDUP,JIGSAW-PUZZLE, NON-FRACTURED ZONE,,,,CARBONATES,WACKESTONE/PACKSTONE,ALGAE/FORAMINIFERA,TYPE II,VUGGY/MICROPOROSITY,12.0,2.4,29.4,,0.0,0.05,,33.0,,,,,,,11.2,,,,DRILLING,HORIZONTAL WELL,,,,,,10932.0
MALOSSA,DOLOMIA PRINCIPALE-ZANDOBBIO,1P ,ITALY,EUROPE,PO,45.5061,9.5583,GAS-CONDENSATE,1992.0,ABANDONED,,10.00,60.0,25306.0,ONSHORE,-413.0,311.0,15179.0,AQUIFER DRIVE,1111:THRUST ANTICLINE,16748.0,16335.0,30.0,2694.0,JURASSIC/TRIASSIC,11:LOW-ENERGY CARBONATE MUD,LABYRINTH, NON-FRACTURED ZONE,,,298.71,CARBONATES,PACKSTONE/GRAINSTONE,INTRACLAST/OOLITE,TYPE II,VUGGY,3.0,21.0,53.0,,0.0,0.74,,187.0,,,14000.0,45.0,,,,,,,OTHER RESERVOIR MANAGEMENT,,,,,,CORROSION INHIBITOR TREATMENT,19127.0
MATZEN,HAUPTDOLOMITE (SCHONKIRCHEN UBERTIEF),1P ,AUSTRIA,EUROPE,VIENNA,48.3942,16.7161,GAS,2001.0,SECONDARY RECOVERY,MATURE,,0.0,,ONSHORE,-610.0,347.0,8558.0,GAS DRIVE,1111:THRUST ANTICLINE,16030.0,15420.0,18.0,4616.0,TRIASSIC,11:LOW-ENERGY CARBONATE MUD,TANK LIKE,BLOCK-BOUNDING FAULTNON-FRACTURED ZONE,2953.0,,299.93,CARBONATES,MUDSTONE,,TYPE II,FRACTURE,3.8,2.0,30.0,,0.0,2.1,,,,,,23.0,,,,,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,,,,,,,17716.5
MAYDAN MAHZAM,UWAINAT,1P ,QATAR,MIDDLE EAST,RUB AL KHALI,25.6,52.55,GAS,2009.0,PRIMARY RECOVERY,MATURE,,0.0,,OFFSHORE,115.0,223.0,4240.0,GAS DRIVE,1151:SALT-DIAPIR ANTICLINE,7835.0,7950.0,7.0,940.0,JURASSIC,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATESEALING FAULT,180.0,,,CARBONATES,WACKESTONE/PACKSTONE/GRAINSTONE,OOLITE/PELOID,,INTERPARTICLE,15.0,200.0,36.0,,0.0,0.0,800.0,,,,270000.0,,334.0,,20.0,73.0,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,ACIDIZATION,,GAS LIFT,,SELECTIVE PERFORATION/SIDETRACKING,7950.0
MEILLON,MEILLON-MANO,1P ,FRANCE,EUROPE,AQUITAINE,43.2746,-0.3078,GAS,2008.0,PRIMARY RECOVERY,DECLINE,43.00,100.0,48000.0,ONSHORE,-669.0,300.0,6960.0,AQUIFER DRIVE,1211:TILTED FAULT-BLOCK,14153.0,13484.0,17.0,2789.0,JURASSIC,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,BLOCK-BOUNDING FAULT/TIGHT CARBONATENON-FRACTURED ZONE,1300.0,,,CARBONATES,,ALGAE/CORAL/FORAMINIFERA/MOLLUSCS,TYPE II,INTERCRYSTALLINE/VUGGY,3.0,0.2,0.0,,0.0,7.5,,,,,150000.0,20.0,500.0,,,70.0,,,OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,,,,,DEWATERING/SIDETRACKING,13500.0
MILLS RANCH,HUNTON (CHIMNEY HILL-HENRYHOUSE),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,ANADARKO,35.3676,-100.0793,GAS,2012.0,PRIMARY RECOVERY,PRIMARY REJUVENATING,19.00,0.0,18837.0,ONSHORE,-2182.0,256.0,9072.0,GAS DRIVE,1111:THRUST ANTICLINE,19888.0,17700.0,20.0,2000.0,SILURIAN,11:LOW-ENERGY CARBONATE MUD,TANK LIKE,BLOCK-BOUNDING FAULTNON-FRACTURED ZONE,930.0,,28.65,CARBONATES,MUDSTONE/WACKESTONE,BRACHIOPOD,TYPE II,INTERCRYSTALLINE,6.0,7.0,0.0,,0.0,0.6,,0.2,,,,25.0,,,,,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION,,,,SIDETRACKING,20136.0
MISKAR,ABIOD,1P ,TUNISIA,AFRICA,PELAGIAN,34.3856,11.8944,GAS,2002.0,PRIMARY RECOVERY,PEAK OR PLATEAU,6.00,240.0,,OFFSHORE,203.0,320.0,6000.0,GAS DRIVE,1212:HORST BLOCK,9213.0,9416.0,3.0,614.0,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALENONE,226.0,0.86,58.83,CARBONATES,WACKESTONE/PACKSTONE,COCCOLITH,,MICROPOROSITY,25.0,1.0,0.0,,0.0,16.08,,20.0,,,,15.0,,,,40.0,,,DRILLING/STIMULATION,INFILL WELL/EXTENDED REACH WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,,10007.0
MISKAR,ALEG (BIRENO),1P ,TUNISIA,AFRICA,PELAGIAN,34.3856,11.8944,GAS-CONDENSATE,2002.0,PRIMARY RECOVERY,PEAK OR PLATEAU,1.00,0.0,,OFFSHORE,203.0,320.0,6000.0,GAS DRIVE,1212:HORST BLOCK,10702.0,10905.0,,,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALENONE,128.0,0.39,14.94,CARBONATES,WACKESTONE/PACKSTONE,CALCISPHERE/PELOID,,MICROPOROSITY,13.0,0.1,0.0,,0.0,16.08,,55.0,,,,40.0,,,,40.0,,,DRILLING/STIMULATION,INFILL WELL/EXTENDED REACH WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,,10007.0
MISKAR,ALEG (R1 INFERIOR),1P ,TUNISIA,AFRICA,PELAGIAN,34.3856,11.8944,GAS,2002.0,PRIMARY RECOVERY,PEAK OR PLATEAU,3.00,240.0,,OFFSHORE,203.0,320.0,6000.0,GAS DRIVE,1212:HORST BLOCK,9967.0,10170.0,,656.0,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALELATERAL FACIES CHANGE,85.0,0.87,22.86,CARBONATES,WACKESTONE/PACKSTONE/GRAINSTONE,RUDIST,,INTERPARTICLE,14.0,5.0,0.0,,0.0,16.08,,16.0,,,,10.0,,,,40.0,,,DRILLING/STIMULATION,INFILL WELL/EXTENDED REACH WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,,10007.0
MISKAR,ALEG (R1 SUPERIOR),1P ,TUNISIA,AFRICA,PELAGIAN,34.3856,11.8944,GAS,2002.0,PRIMARY RECOVERY,PEAK OR PLATEAU,8.00,0.0,,OFFSHORE,203.0,320.0,6000.0,GAS DRIVE,1212:HORST BLOCK,9721.0,9924.0,,,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALENONE,223.0,0.28,7.92,CARBONATES,MUDSTONE/WACKESTONE/PACKSTONE,CRINOID/FORAMINIFERA,,MICROPOROSITY,11.0,0.1,0.0,,0.0,16.08,,16.0,,,,23.0,,,,40.0,,,DRILLING/STIMULATION,INFILL WELL/EXTENDED REACH WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,,10007.0
MUSPAC,UNNAMED,1P ,MEXICO,LATIN AMERICA,CHIAPAS-TABASCO,17.4791,-93.3753,GAS-CONDENSATE,2010.0,PRIMARY RECOVERY,DECLINE,23.00,51.0,55109.0,ONSHORE,-1300.0,228.0,4495.0,AQUIFER DRIVE,1111:THRUST ANTICLINE,8680.0,7380.0,22.0,2050.0,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,TANK LIKE,SHALENONE,486.0,,,CARBONATES,PACKSTONE/GRAINSTONE,RUDIST,TYPE II,MOLDIC/CAVERNOUS,7.0,70.0,51.0,,0.0,4.470000000000001,8595.0,54.0,,,50000.0,15.0,883.0,,,76.0,,,OTHER RESERVOIR MANAGEMENT,,,,,,SELECTIVE PERFORATION/WATER CONING CONTROL,7917.0
NORTH FIELD-SOUTH PARS,KHUFF,1P ,IRAN-QATAR,MIDDLE EAST,THE GULF,26.43,51.82,GAS-CONDENSATE,2005.0,DEVELOPING,DEVELOPING,,0.0,1615000.0,ONSHORE-OFFSHORE,-70.0,230.0,5310.0,GAS DRIVE,1141:BASEMENT-UPLIFT ANTICLINE,8085.0,8085.0,0.4,1415.0,TRIASSIC/PERMIAN,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,EVAPORITELATERAL FACIES CHANGE,1300.0,,,CARBONATES,PACKSTONE/GRAINSTONE,OOLITE/PELOID,,INTERPARTICLE,15.0,70.0,0.0,,0.0,6.3,,40.0,,,,30.0,239000.0,,,78.0,GAS RECYCLING,,STIMULATION,,ACIDIZATION,,,,,9843.0
NORTHEAST CEDARDALE,HUNTON (HARAGAN),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,ANADARKO,36.4227,-98.9165,GAS,1995.0,PRIMARY RECOVERY,MATURE,12.00,300.0,,ONSHORE,-1525.0,154.0,2989.0,GAS DRIVE,2222:TRUNCATION-EDGE,8275.0,6750.0,2.0,116.0,DEVONIAN,11:LOW-ENERGY CARBONATE MUD,JIGSAW-PUZZLE, LATERAL FACIES CHANGE/NON-KARSTIC ZONE,250.0,,11.58,CARBONATES,MUDSTONE/WACKESTONE,BRACHIOPOD,,INTERCRYSTALLINE,16.0,20.0,58.0,,0.0,0.0,,3.0,,,130000.0,18.0,,,,,,,STIMULATION,,ACIDIZATION,,,,,
NSO-A,MALACCA (BELUMAI),1P ,INDONESIA,ASIA-PACIFIC,SUMATRA NORTH,5.7397,97.8281,GAS,2006.0,PRIMARY RECOVERY,PEAK OR PLATEAU,9.00,60.0,70014.0,OFFSHORE,350.0,267.0,1963.0,AQUIFER DRIVE,2121:ORGANIC BUILDUP,3450.0,3800.0,4.0,600.0,NEOGENE,13:ORGANIC BUILDUP,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE/NON-KARSTIC ZONE,260.0,0.89,,CARBONATES,GRAINSTONE/RUDSTONE/BOUNDSTONE,ALGAE/CORAL,,MOLDIC/VUGGY,23.0,200.0,0.0,,0.0,1.7,,1.0,,,,18.0,450.0,,,75.0,,,DRILLING,HORIZONTAL WELL,,,,,,4166.0
ORENBURG,UNNAMED (MAIN PRODUCER),1P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,VOLGA-URAL,51.6289,54.8161,GAS,2007.0,PRIMARY RECOVERY,DECLINE,,0.0,,ONSHORE,-196.85,102.0,2915.0,GAS DRIVE,1162:BURIED-PALEORELIEF COMPACTION ANTICLINE,4232.28,4035.43,8.0,1968.5,PERMIAN/CARBONIFEROUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,1361.55,0.4,171.0,CARBONATES,PACKSTONE/GRAINSTONE,ALGAE/FORAMINIFERA,TYPE IV,INTERCRYSTALLINE,11.0,2.0,37.0,6.4,3.0,7.5,872.0,13.0,,,255000.0,28.0,,,,,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,ACIDIZATION,,,,CORROSION INHIBITOR TREATMENT/H2S CONTROL/SIDETRACKING/WATER DRAINAGE ASSISTED GAS PRODUCTION/WATER CONING CONTROL/WATER PLUGGING,5577.43
PUCKETT,ELLENBURGER,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PERMIAN,30.6413,-102.5022,GAS,2011.0,PRIMARY RECOVERY,MATURE,38.00,640.0,67464.0,ONSHORE,-3357.0,186.0,6750.0,GAS DRIVE,113:INVERSION ANTICLINE,12357.0,9000.0,8.0,2900.0,ORDOVICIAN,11:LOW-ENERGY CARBONATE MUD,TANK LIKE, NON-KARSTIC ZONE,1700.0,,41.15,CARBONATES,MUDSTONE,ALGAE,TYPE IV,BRECCIA,3.5,40.0,53.0,,0.0,0.0,,3.0,,,50000.0,35.0,,,,,,,STIMULATION,,ACIDIZATION,,,,,
PUGUANG,CHANGXING,1P ,CHINA,ASIA-PACIFIC,SICHUAN,30.1022,107.3747,GAS,2011.0,PRIMARY RECOVERY,DEVELOPING,,62.0,,ONSHORE,-1510.0,273.0,8500.0,GAS DRIVE,1111:THRUST ANTICLINE,16860.0,15350.0,16.0,2904.0,PERMIAN,13:ORGANIC BUILDUP,JIGSAW-PUZZLE, NON-FRACTURED ZONE,623.0,,21.64,CARBONATES,GRAINSTONE/BAFFLESTONE/BOUNDSTONE,SPONGE,,INTERCRYSTALLINE/VUGGY,7.1,,0.0,,0.0,15.0,,,,,75500.0,14.2,,,,,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,PAD DRILLING/SIDETRACKING,16150.0
PUGUANG,FEIXIANGUAN,1P ,CHINA,ASIA-PACIFIC,SICHUAN,30.1022,107.3747,GAS,2011.0,PRIMARY RECOVERY,DEVELOPING,40.00,62.0,129500.0,ONSHORE,-1510.0,228.0,8000.0,GAS DRIVE,1111:THRUST ANTICLINE,15420.0,13910.0,16.0,2904.0,TRIASSIC,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,BLOCK-BOUNDING FAULT/TIGHT CARBONATELATERAL FACIES CHANGE/NON-FRACTURED ZONE,1445.0,0.55,81.08,CARBONATES,GRAINSTONE,OOLITE,,VUGGY/CAVERNOUS,8.1,1.6,0.0,,0.0,15.0,,,,,75500.0,14.2,1637.0,,,70.0,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,PAD DRILLING/SIDETRACKING,13700.0
ROSEVEAR,SWAN HILLS,1P ,CANADA,NORTH AMERICA,WESTERN CANADA,53.7056,-116.1303,GAS,2009.0,PRIMARY RECOVERY,SECONDARY DECLINE,12.00,0.0,9627.0,ONSHORE,-2846.0,230.44815065802783,5995.91414294424,GAS DRIVE,241:DOLOMITIZATION-DISSOLUTION,10256.0,7410.0,0.6,379.0,DEVONIAN,13:ORGANIC BUILDUP,TANK LIKE,STRUCTURAL SADDLELATERAL DIAGENETIC CHANGE,178.0,0.92,15.24,CARBONATES,PACKSTONE/GRAINSTONE,STROMATOPOROID,,MOLDIC/VUGGY,9.0,360.0,0.0,,0.0,8.4,,,,,,15.0,99.7,,,82.5,,,,,,,,,,
SAJAA,THAMAMA (SHUAIBA),1P ,UNITED ARAB EMIRATES,MIDDLE EAST,RUB AL KHALI,25.3341,55.6877,GAS-CONDENSATE,1999.0,PRIMARY RECOVERY,SECONDARY PEAK OR PLATEAU,41.00,0.0,157033.0,ONSHORE,-229.0,270.0,7800.0,GAS DRIVE,1111:THRUST ANTICLINE,10449.0,10220.0,12.0,3280.0,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,BLOCK-BOUNDING FAULT/TIGHT CARBONATENONE,233.0,,,CARBONATES,WACKESTONE/PACKSTONE,ALGAE/RUDIST,TYPE III,MICROPOROSITY,9.9,1.0,49.7,1.11,0.0,0.84,,116.0,,,40000.0,15.0,,,,80.0,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL/MULTI-LATERAL WELL,ACIDIZATION,,,,ACID WASH/COILED TUBING TREATMENT/RE-COMPLETION/SELECTIVE PERFORATION/SIDETRACKING,10610.0
SHURTAN,KUGITANG,1P ,UZBEKISTAN,FORMER SOVIET UNION,AMU DARYA,38.4833,66.0333,GAS,2004.0,PRIMARY RECOVERY,DECLINE,,22.0,,ONSHORE,-1030.0,238.0,5250.0,AQUIFER DRIVE,2121:ORGANIC BUILDUP,8330.0,7300.0,3.0,1493.0,JURASSIC,13:ORGANIC BUILDUP,LAYER-CAKE, NONE,771.0,0.67,71.63,CARBONATES,GRAINSTONE/RUDSTONE,CORAL,,INTERPARTICLE,13.0,80.0,46.6,,4.0,1.08,,1.6,,,470.0,13.0,3467.0,,,95.0,,,,,,,,,,
