1_Field name,2_Reservoir unit,5_Resource uncertainty,8_Country,10_Region,11_Basin name,15_Latitude,16_Longitude,18_Hydrocarbon type (main),32_Current status year,33_Current reservoir status,34_Current production stage,38_Well count (total producer),52_Well spacing (average) (ac),70_Production rate (peak oil equivalent) (BOEPD),72_Onshore or offshore,73_Water_Depth (ft),75_Temperature (original) (deg. F),77_Pressure (original) (psi),82_Drive mechanism (main),111_Trapping mechanism (main),116_Depth to top reservoir (ft TVD),117_Reservoir top subsea depth (ft TVDSS),118_Structural flank dip (average) (deg.),135_Hydrocarbon column height (original total) (ft),149_Reservoir period,153_Depositional system (main),161_Reservoir architecture (main),163_Fluid flow restriction,170_Gross reservoir thickness (average) (ft),176_Net/gross ratio (average),179_Net pay (average) (m),182_Reservoir lithology (main),184_Grain_Size_Texture,189_Composition,199_Fracture reservoir type,200_Porosity type (main),204_Porosity (matrix average) (%),210_Permeability (air average) (mD),218_API gravity (average) (deg. API),225_Viscosity (oil average) (cp),236_Oil_impurities (average),243_Gas_impurities (average),252_GOR (initial average) (SCF/STB),255_Condensate yield (initial average) (BC/MMCFG),258_FVF (oil average) (RB/STB),263_Bubble point pressure (average) (psi),273_Formation water salinity (average) (mg/L),276_Water saturation (initial average) (%),293_Original in-place oil equivalent (MMBOE),304_Recovery factor (primary oil) (%),307_Recovery factor (ultimate oil) (%),308_Recovery factor (ultimate gas) (%),320_Secondary recovery methods,325_EOR methods,333_Improved recovery methods (other),334_Improved recovery methods (drilling),335_Improved recovery methods (stimulation),336_Improved recovery methods (water injection optimization),337_Improved recovery methods (artificial lift),338_Improved recovery methods (sand control),339_Improved recovery methods (other reservoir management),76_Pressure_Temp_depth (ft TVDSS)
BAYU-UNDAN,PLOVER-ELANG,1P ,AUSTRALIA-EAST TIMOR,ASIA-PACIFIC,BONAPARTE,-11.0014,126.6667,GAS-CONDENSATE,2011.0,SECONDARY RECOVERY,PEAK OR PLATEAU,10.00,0.0,289370.0,OFFSHORE,308.0,264.0,4488.0,AQUIFER DRIVE,1212:HORST BLOCK,9218.0,9526.0,3.0,574.0,JURASSIC,24:COASTAL,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALELATERAL FACIES CHANGE/SEALING FAULT,763.0,0.45,,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,12.0,200.0,60.0,,0.0,3.4,,62.0,,,,25.0,2014.0,,,50.0,GAS RECYCLING,,DRILLING/OTHER RESERVOIR MANAGEMENT,EXTENDED REACH WELL,,,,,SIDETRACKING,
BLACK OWL,YEGUA,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,29.2194,-96.3594,GAS-CONDENSATE,2005.0,PRIMARY RECOVERY,MATURE,9.00,110.0,1515.0,ONSHORE,-120.0,205.0,6973.0,GAS DRIVE,1181:ROLLOVER ANTICLINE,7470.0,7350.0,4.0,,PALEOGENE,24:COASTAL,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALENONE,1030.0,0.27,,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,,,PRIMARY INTERGRANULAR,25.0,300.0,52.0,,0.0,0.0,,17.0,,,,,,,,,,,,,,,,,,8366.5
BLANCO MESAVERDE,POINT OUTLOOK-MENEFEE-CLIFF HOUSE,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,SAN JUAN,36.7836,-107.8071,GAS,2009.0,PRIMARY RECOVERY,SECONDARY DECLINE,8113.00,80.0,139515.0,ONSHORE,-6750.0,158.0,1364.0,GAS DRIVE,251:BASIN-CENTRE GAS,4400.0,,0.5,400.0,CRETACEOUS,24:COASTAL,JIGSAW-PUZZLE, LATERAL FACIES CHANGE/NON-FRACTURED ZONE,600.0,,24.38,SANDSTONE,FINE-GRAINED SAND,LITHIC ARKOSE,TYPE II,PRIMARY INTERGRANULAR,9.5,1.0,50.0,,0.0,0.0,,3.8,,,10000.0,29.0,,,,,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL,HYDRAULIC FRACTURING (SINGLE STAGE),,,,RE-COMPLETION/SIDETRACKING,-2430.0
BOB WEST,UPPER WILCOX (LOPENO SANDS),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,26.57,-99.15,GAS,2007.0,PRIMARY RECOVERY,MATURE,132.00,40.0,43675.0,ONSHORE,-375.0,329.0,11000.0,GAS DRIVE,1181:ROLLOVER ANTICLINE,7575.0,7200.0,12.0,1100.0,PALEOGENE,24:COASTAL,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALESEALING FAULT,8500.0,0.15,198.12,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,SUBARKOSE,,PRIMARY INTERGRANULAR,16.0,0.6,0.0,,0.0,0.0,,,,,40000.0,34.0,,,,,,,STIMULATION,,HYDRAULIC FRACTURING (SINGLE STAGE),,,,,13500.0
BONGKOT,MALAY II,1P ,THAILAND,ASIA-PACIFIC,MALAY,8.0876,102.2849,GAS-CONDENSATE,2005.0,PRIMARY RECOVERY,PEAK OR PLATEAU,150.00,0.0,118700.0,OFFSHORE,254.0,252.0,1825.3287424228222,GAS DRIVE,1211:TILTED FAULT-BLOCK,3026.0,3280.0,3.0,,NEOGENE,21:FLUVIAL,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULT/SHALELATERAL FACIES CHANGE/RESERVOIR BODY BOUNDARY,3400.0,0.2,36.58,SANDSTONE,FINE-GRAINED SAND,ARKOSE,,PRIMARY INTERGRANULAR,22.0,160.0,50.0,,0.0,0.5,450.0,,,,,20.0,,20.0,,,,,DRILLING,HORIZONTAL WELL/MULTI-LATERAL WELL,,,,,,
BOVANENKO,POKUR (PK1-10),3P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,SIBERIAN WESTERN,69.5,68.2333,GAS,2012.0,DEVELOPING,,,0.0,,ONSHORE,-262.47,128.0539988250166,1196.3952345129326,GAS DRIVE,1161:FAULT-BLOCK COMPACTION ANTICLINE,1935.7,1673.23,1.5,534.78,CRETACEOUS,24:COASTAL,JIGSAW-PUZZLE,SHALENONE,,,,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,ARKOSE,,PRIMARY INTERGRANULAR,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
BOVANENKO,TANOPCHA (BYA1-5-TP1-18),3P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,SIBERIAN WESTERN,69.5,68.2333,GAS-CONDENSATE,2012.0,DEVELOPING,,,0.0,,ONSHORE,-262.47,54.0,2291.0,GAS DRIVE,1161:FAULT-BLOCK COMPACTION ANTICLINE,4133.86,3871.39,2.0,920.0,CRETACEOUS,24:COASTAL,JIGSAW-PUZZLE,SHALELATERAL FACIES CHANGE,2591.86,,,SANDSTONE,FINE-GRAINED SAND,ARKOSE,,PRIMARY INTERGRANULAR,19.0,35.0,65.0,,0.0,0.3,,15.0,,,,,,,,,,,,,,,,,,
BOVANENKO,TYUMEN (JU2-12),3P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,SIBERIAN WESTERN,69.5,68.2333,GAS-CONDENSATE,2012.0,DEVELOPING,,,0.0,,ONSHORE,-262.47,207.19050228199154,5960.0,GAS DRIVE,1161:FAULT-BLOCK COMPACTION ANTICLINE,8366.14,8103.67,2.0,951.44,JURASSIC,24:COASTAL,LABYRINTH,STRUCTURAL SADDLE/SHALELATERAL SHALE-OUT,2788.71,,,SANDSTONE,FINE-GRAINED SAND,ARKOSE,,PRIMARY INTERGRANULAR,10.0,1.0,50.0,,0.0,0.3,,42.0,,,,,,,,,,,,,,,,,,
BOWDOIN,PHILLIPS-BOWDOIN SAND-GREENHORN LIME,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,WILLISTON,48.4894,-107.6856,GAS,2006.0,PRIMARY RECOVERY,PRIMARY REJUVENATING,815.00,160.0,,ONSHORE,-2300.0,95.0,400.0,GAS DRIVE,2211:REGIONAL SUBCROP,800.0,-1500.0,0.3,450.0,CRETACEOUS,24:COASTAL,LABYRINTH,SHALELATERAL SHALE-OUT,450.0,0.09,,SANDSTONE,VERY FINE-GRAINED SANDMUDSTONE,QUARTZ ARENITE,TYPE IV,PRIMARY INTERGRANULAR,15.0,2.0,0.0,,0.0,6.0,,,,,12000.0,40.0,187.0,,,42.0,,,STIMULATION,INFILL WELL,HYDRAULIC FRACTURING (SINGLE STAGE),,,,,-660.0
BRADFORD,CLEVELAND,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,ANADARKO,36.2724,-100.3319,GAS,2011.0,PRIMARY RECOVERY,DECLINE,217.00,160.0,5738.0,ONSHORE,-2600.0,145.0,3200.0,GAS DRIVE,2112:LATERAL DEPOSITIONAL PINCH-OUT,7200.0,4600.0,0.5,,CARBONIFEROUS,24:COASTAL,LAYER-CAKE,SHALELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,250.0,,10.36,SANDSTONE,VERY FINE-GRAINED SAND,LITHIC ARKOSE,,PRIMARY INTERGRANULAR,12.0,0.1,46.0,,0.0,0.0,752.0,5.0,,,87750.0,35.0,,,,,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,HYDRAULIC FRACTURING (SINGLE STAGE)/HYDRAULIC FRACTURING (MULTI-STAGE),,ROD PUMP,,RE-COMPLETION,
BRAE NORTH,BRAE,1P ,UNITED KINGDOM,EUROPE,NORTH SEA NORTHERN,58.793,1.351,GAS-CONDENSATE,2009.0,SECONDARY RECOVERY,DECLINE,28.00,180.0,69305.0,OFFSHORE,325.0,260.0,6900.0,AQUIFER DRIVE,113:INVERSION ANTICLINE,11594.0,11919.0,6.0,554.0,JURASSIC,25:DEEP MARINE,LAYER-CAKE,SHALE/TIGHT CLASTICSLATERAL FACIES CHANGE/SEALING FAULT,968.0,0.85,243.84,SANDSTONE,MEDIUM-GRAINED SAND/COARSE-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,14.5,300.0,50.0,0.08,0.0,0.2,,230.0,,,77000.0,15.0,495.0,,,65.0,GAS RECYCLING,,DRILLING/STIMULATION,HORIZONTAL WELL,SCALE INHIBITOR TREATMENT,,,,,12474.0
BRITANNIA,BRITANNIA SANDSTONE,1P ,UNITED KINGDOM,EUROPE,NORTH SEA CENTRAL,58.0824,0.8413,GAS-CONDENSATE,2011.0,PRIMARY RECOVERY,DECLINE,46.00,1160.0,152720.0,OFFSHORE,450.0,278.0,5990.0,GAS DRIVE,2112:LATERAL DEPOSITIONAL PINCH-OUT,11350.0,11800.0,7.5,1250.0,CRETACEOUS,25:DEEP MARINE,LAYER-CAKE,SHALELATERAL FACIES CHANGE/LATERAL SHALE-OUT,275.0,0.4,36.58,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,SUBARKOSE,,PRIMARY INTERGRANULAR,15.0,45.0,82.0,,0.0,1.0,,90.0,,,60000.0,32.0,700.0,,,73.8,,,OTHER RESERVOIR MANAGEMENT,,,,,,CORROSION INHIBITOR TREATMENT/FOAM LIFT TREATMENT,13188.0
BUENA SUERTE-MONCLOVA,LA CASITA,1P ,MEXICO,LATIN AMERICA,SABINAS,27.0,-101.0,GAS,2003.0,PRIMARY RECOVERY,SECONDARY MATURE,26.00,0.0,,ONSHORE,-1706.0,224.83636583826734,5732.873072039984,GAS DRIVE,1111:THRUST ANTICLINE,9800.0,8100.0,30.0,,JURASSIC,21:FLUVIAL,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULTLATERAL FACIES CHANGE/NON-FRACTURED ZONE,450.0,,,SANDSTONE,MEDIUM-GRAINED SAND,ARKOSE,TYPE I,FRACTURE,5.0,,0.0,,0.0,3.5,,,1.71,,,,,,,,,,,,,,,,,
CAMISEA (CASHIRIARI),ENE-NOI,1P ,PERU,LATIN AMERICA,UCAYALI,-11.86,-72.64,GAS-CONDENSATE,2010.0,SECONDARY RECOVERY,PEAK OR PLATEAU,10.00,0.0,,ONSHORE,-2200.0,192.0,3506.0,GAS DRIVE,1111:THRUST ANTICLINE,,,20.0,,PERMIAN,24:COASTAL,LAYER-CAKE,SHALELATERAL FACIES CHANGE/RESERVOIR BODY BOUNDARY,473.0,0.55,79.25,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,SUBARKOSE,TYPE IV,PRIMARY INTERGRANULAR,13.5,30.0,63.0,,0.0,0.9,,37.8,,,,44.0,522.0,,,,GAS INJECTION,,,,,,,,,6313.0
CAMISEA (CASHIRIARI),NIA-CHONTA,1P ,PERU,LATIN AMERICA,UCAYALI,-11.86,-72.64,GAS-CONDENSATE,2010.0,SECONDARY RECOVERY,PEAK OR PLATEAU,10.00,0.0,,ONSHORE,-2200.0,200.42017925404633,4588.413675824978,GAS DRIVE,1111:THRUST ANTICLINE,7816.0,5616.0,20.0,1110.0,CRETACEOUS/JURASSIC/TRIASSIC,24:COASTAL,LAYER-CAKE,SHALELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,768.0,0.58,135.64,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,ARKOSE,,PRIMARY INTERGRANULAR,15.0,200.0,63.0,,0.0,0.9,,45.1,,,,49.0,980.0,,,75.0,GAS INJECTION,,,,,,,,,
CAMISEA (CASHIRIARI),VIVIAN,1P ,PERU,LATIN AMERICA,UCAYALI,-11.86,-72.64,GAS-CONDENSATE,2010.0,SECONDARY RECOVERY,PEAK OR PLATEAU,10.00,0.0,,ONSHORE,-2200.0,164.0,3062.0,GAS DRIVE,1111:THRUST ANTICLINE,6465.0,4265.0,20.0,1575.0,CRETACEOUS,24:COASTAL,LAYER-CAKE,SHALELATERAL FACIES CHANGE,245.0,0.94,64.01,SANDSTONE,FINE-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,16.0,100.0,63.0,,0.0,0.9,,43.6,,,,38.0,79.0,,,,GAS INJECTION,,,,,,,,,4728.0
CAMISEA (SAN MARTIN),ENE-NOI,1P ,PERU,LATIN AMERICA,UCAYALI,-11.67,-72.7,GAS-CONDENSATE,2008.0,SECONDARY RECOVERY,PEAK OR PLATEAU,5.00,0.0,,ONSHORE,-1437.0,180.0,3178.0,GAS DRIVE,1111:THRUST ANTICLINE,6851.0,5414.0,13.0,731.0,PERMIAN,24:COASTAL,LAYER-CAKE,SHALELATERAL FACIES CHANGE/RESERVOIR BODY BOUNDARY,410.0,0.78,97.54,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,SUBARKOSE,TYPE IV,PRIMARY INTERGRANULAR,16.0,20.0,63.0,,0.0,0.55,,36.2,,,,44.0,280.0,,,,GAS INJECTION,,,,,,,,,5722.0
CAMISEA (SAN MARTIN),NIA-CHONTA,1P ,PERU,LATIN AMERICA,UCAYALI,-11.67,-72.7,GAS-CONDENSATE,2008.0,SECONDARY RECOVERY,PEAK OR PLATEAU,5.00,0.0,111700.0,ONSHORE,-1437.0,163.0,3143.0,GAS DRIVE,1111:THRUST ANTICLINE,6287.0,4850.0,13.0,1158.0,CRETACEOUS/JURASSIC/TRIASSIC,24:COASTAL,LAYER-CAKE,SHALELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,380.0,0.78,89.92,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,ARKOSE,,PRIMARY INTERGRANULAR,13.0,200.0,63.0,,0.0,0.55,,50.1,,,,49.0,437.0,,,75.0,GAS INJECTION,,,,,,,,,5120.5
CAMPO BOLEADORAS,LOWER MAGALLANES,1P ,ARGENTINA,LATIN AMERICA,AUSTRAL,-50.8554,-70.773,GAS-CONDENSATE,,,,,0.0,,ONSHORE,-1312.34,170.96,1973.96,GAS DRIVE,221:SUB-UNCONFORMITY TRUNCATION,4773.62,3461.29,0.6,,PALEOGENE,24:COASTAL,JIGSAW-PUZZLE/LAYER-CAKE,SHALERESERVOIR BODY BOUNDARY,,0.2,,SANDSTONE,,FELDSPATHIC LITHARENITE,,,23.0,101.32,57.0,,0.0,1.0,,11.93,,,,,15.01,,,85.0,,,STIMULATION,,HYDRAULIC FRACTURING (SINGLE STAGE),,,,,3280.84
CARTHAGE,COTTON VALLEY SANDSTONE,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,32.1988,-94.2574,GAS,2011.0,PRIMARY RECOVERY,PRIMARY REJUVENATING,1900.00,80.0,95900.0,ONSHORE,-250.0,240.0,5200.0,GAS DRIVE,2112:LATERAL DEPOSITIONAL PINCH-OUT,8200.0,7950.0,1.0,,JURASSIC,24:COASTAL,LAYER-CAKE,SHALELATERAL FACIES CHANGE/LATERAL SHALE-OUT,1200.0,0.75,45.72,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,SUBARKOSE,,PRIMARY INTERGRANULAR,7.0,0.04,50.0,,0.0,0.8,,,,,,50.0,,,,,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE)/HYDRAULIC FRACTURING (MULTI-STAGE),,,,CORROSION INHIBITOR TREATMENT/STEP-OUT DEVELOPMENT DRILLING,
CAVE GULCH,LANCE-FORT UNION (CAVE-GULCH SHALLOW UNIT),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,WIND RIVER,42.98,-106.87,GAS,2001.0,PRIMARY RECOVERY,DECLINE,31.00,100.0,11333.0,ONSHORE,-6000.0,124.0,2652.0,GAS DRIVE,1111:THRUST ANTICLINE,2300.0,-3700.0,8.0,4200.0,PALEOGENE/CRETACEOUS,21:FLUVIAL,LABYRINTH,BLOCK-BOUNDING FAULT/SHALELATERAL SHALE-OUT,4650.0,0.25,167.64,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,SUBLITHARENITE,TYPE II,PRIMARY INTERGRANULAR,17.0,3.0,62.0,,0.0,0.0,,,,,,,,,,,,,STIMULATION,,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,,-300.0
CHINSHUI,TALU SHALE (ZONE-13),1P ,CHINA,ASIA-PACIFIC,WESTERN FOOTHILLS FTB,24.6155,120.8942,GAS,1970.0,PRIMARY RECOVERY,MATURE,,0.0,7228.0,ONSHORE,-217.0,225.0,4197.0,GAS DRIVE,113:INVERSION ANTICLINE,7874.0,7660.0,20.0,,NEOGENE,24:COASTAL,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALE/COALLATERAL FACIES CHANGE/LATERAL SHALE-OUT,1115.0,0.16,26.52,SANDSTONE,MEDIUM-GRAINED SAND/COARSE-GRAINED SAND,SUBARKOSE,TYPE IV,PRIMARY INTERGRANULAR,17.0,56.5,48.0,,0.5,0.28,,6.5,,,27688.0,,15.93,,,56.0,,,DRILLING,INFILL WELL,,,,,,9403.0
CHOCOLATE BAYOU,FRIO,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,29.3421,-95.2317,GAS,2006.0,PRIMARY RECOVERY,MATURE,300.00,380.0,,ONSHORE,-150.0,250.0,5300.0,AQUIFER DRIVE,1172:SALT WITHDRAWAL ANTICLINE,8710.0,8560.0,4.0,,PALEOGENE,24:COASTAL,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULTNONE,6000.0,0.25,,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,LITHIC ARKOSE,,PRIMARY INTERGRANULAR,20.0,156.0,51.5,,0.0,0.0,,33.0,1.45,,65000.0,20.0,,,60.0,,,,DRILLING/OTHER RESERVOIR MANAGEMENT,INFILL WELL,,,,,RE-COMPLETION/RE-PERFORATION,11500.0
CHUCHUPA,UITPA,1P ,COLOMBIA,LATIN AMERICA,GUAJIRA,11.78,-72.83,GAS,2005.0,DEVELOPING,DEVELOPING,17.00,0.0,80016.0,OFFSHORE,110.0,158.0,2535.0,GAS DRIVE,1142:BASEMENT-DRAPE ANTICLINE,5090.0,5200.0,2.0,400.0,NEOGENE,25:DEEP MARINE,, NONE,300.0,,50.9,SANDSTONE,,SUBLITHARENITE,,PRIMARY INTERGRANULAR,22.0,100.0,0.0,0.02,0.0,0.0,,,,,20000.0,24.8,783.0,,,,,,DRILLING,HORIZONTAL WELL,,,,,,
CLIPPER,LEMAN SANDSTONE,1P ,UNITED KINGDOM,EUROPE,NORTH SEA SOUTHERN,53.4682,1.7338,GAS,2010.0,PRIMARY RECOVERY,DECLINE,24.00,0.0,19200.0,OFFSHORE,80.0,175.0,3850.0,GAS DRIVE,1211:TILTED FAULT-BLOCK,7420.0,7500.0,10.0,1030.0,PERMIAN,22:DESERT,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULTLATERAL FACIES CHANGE,715.0,0.81,,SANDSTONE,FINE-GRAINED SAND,SUBLITHARENITE,TYPE II,PRIMARY INTERGRANULAR,11.0,0.5,0.0,,0.0,0.71,,1.3,,,482369.0,51.0,195.0,,,64.3,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL/SLIM-HOLE WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,ACID WASH/COILED TUBING TREATMENT/SAND CLEANING,8200.0
COGNAC,PLEISTOCENE-MIOCENE SANDS (D-PM),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GULF OF MEXICO NORTHERN OFFSHORE,28.75,-89.14,GAS,2008.0,PRIMARY RECOVERY,SECONDARY MATURE,,0.0,29006.0,OFFSHORE,1025.0,161.0,4393.0,GAS DRIVE,1181:ROLLOVER ANTICLINE,3375.0,4400.0,8.0,,NEOGENE,25:DEEP MARINE,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALENONE,7400.0,0.15,144.78,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,SUBARKOSE,,PRIMARY INTERGRANULAR,31.0,414.0,0.0,,0.0,0.0,,7.71,,,91000.0,33.7,150.0,,,59.0,,,DRILLING/SAND CONTROL,INFILL WELL/HORIZONTAL WELL/SLIM-HOLE WELL,,,,GRAVEL PACK,,8400.0
CUPIAGUA,MIRADOR,1P ,COLOMBIA,LATIN AMERICA,LLANOS,5.2105,-72.6053,GAS-CONDENSATE,2006.0,SECONDARY RECOVERY,DECLINE,54.00,0.0,178000.0,ONSHORE,-3300.0,300.0,6800.0,GAS DRIVE,1111:THRUST ANTICLINE,13700.0,10400.0,50.0,5600.0,PALEOGENE,24:COASTAL,JIGSAW-PUZZLE,SHALELATERAL FACIES CHANGE,575.0,0.45,,SANDSTONE,COARSE-GRAINED SAND,QUARTZ ARENITE,TYPE II,PRIMARY INTERGRANULAR,6.0,0.3,42.0,,0.0,0.0,,275.0,,,,10.0,1667.0,,,,GAS RECYCLING,,STIMULATION,,HYDRAULIC FRACTURING (SINGLE STAGE),,,,,14987.5
DAULETABAD-DONMEZ,SHATLYK,1P ,TURKMENISTAN,FORMER SOVIET UNION,AMU DARYA,36.4381,61.6544,GAS,1993.0,PRIMARY RECOVERY,PEAK OR PLATEAU,128.00,5700.0,632600.0,ONSHORE,-1480.0,260.0,5461.0,AQUIFER DRIVE,255:HYDRODYNAMIC,9354.0,7874.0,4.0,3405.0,CRETACEOUS,21:FLUVIAL,JIGSAW-PUZZLE,STRUCTURAL SADDLENONE,65.62,0.65,13.0,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,19.0,350.0,0.0,,0.0,2.55,,,,,100000.0,,10000.0,,,81.0,,,,,,,,,,8843.0
DIANA,A-50 SAND (GAS CAP),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GULF OF MEXICO NORTHERN OFFSHORE,27.0352,-94.8754,GAS-CONDENSATE,2008.0,PRIMARY RECOVERY,DECLINE,6.00,1500.0,27504.0,OFFSHORE,4650.0,98.0,6204.0,AQUIFER DRIVE,2232:ONLAP ONTO STRUCTURAL FLANK UNCONFORMITY,4800.0,9450.0,8.0,,NEOGENE,25:DEEP MARINE,JIGSAW-PUZZLE,SHALELATERAL FACIES CHANGE,75.0,0.6,8.53,SANDSTONE,FINE-GRAINED SAND,,,PRIMARY INTERGRANULAR,31.0,1079.0,0.0,,0.0,0.0,,,,,,17.0,84.0,,,47.0,,,DRILLING/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,,,,GRAVEL PACK,COILED TUBING TREATMENT/RE-COMPLETION/WATER PLUGGING,10350.0
DJARKUDUK,KYZYLTASH,1P ,AFGHANISTAN,ASIA-PACIFIC,AMU DARYA,36.6167,65.7,GAS,1996.0,PRIMARY RECOVERY,PRIMARY REJUVENATING,,0.0,,ONSHORE,-1480.0,205.0,4336.0,GAS DRIVE,111:COMPRESSIONAL ANTICLINE,6560.0,5085.0,4.5,525.0,CRETACEOUS,24:COASTAL,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULT/SHALE/TIGHT CLASTICSNONE,450.0,,27.13,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,23.0,214.0,0.0,,0.0,2.1,,,,,140000.0,34.0,183.0,,,86.0,,,,,,,,,,5930.0
DOLPHIN,ERIN,1P ,TRINIDAD AND TOBAGO,LATIN AMERICA,EASTERN VENEZUELA,10.1667,-60.2667,GAS,2013.0,PRIMARY RECOVERY,,,140.0,,OFFSHORE,448.0,160.25161422839236,2705.5933788260977,GAS DRIVE,1211:TILTED FAULT-BLOCK,4552.0,5000.0,8.0,,CENOZOIC,24:COASTAL,JIGSAW-PUZZLE/LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALELATERAL SHALE-OUT/SEALING FAULT,,,,SANDSTONE,SILT/VERY FINE-GRAINED SAND/FINE-GRAINED SAND,SUBARKOSE,,SECONDARY INTRAGRANULAR,27.0,58.0,0.0,,0.0,0.0,,1.5,,,,40.0,583.0,,,,,,SAND CONTROL/OTHER RESERVOIR MANAGEMENT,INFILL WELL,,,,GRAVEL PACK/SLOTTED LINER,SIDETRACKING,
DONGARA,DONGARA,1P ,AUSTRALIA,ASIA-PACIFIC,PERTH,-29.25,114.9,GAS-CONDENSATE,2007.0,PRIMARY RECOVERY,MATURE,19.00,250.0,15545.0,ONSHORE,-140.0,193.0,2457.0,GAS DRIVE,112:TRANSPRESSIONAL ANTICLINE,5130.0,4990.0,4.0,512.0,PERMIAN,24:COASTAL,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALENONE,139.0,0.95,,SANDSTONE,MEDIUM-GRAINED SAND/COARSE-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,20.0,230.0,35.0,1.92,0.0,0.9,326.0,70.0,1.18,2470.0,20000.0,15.0,194.0,2.5,2.5,86.0,,,,,,,,,,
